Execution,ScenarioID,Configuration_API_Description,Attribute[TTC],Attribute[DTO],Attribute[Jerk],Attribute[COL],Attribute[COLT],Attribute[SAC]
0,0_scenario_0,A white BoxTruck is overtaking (near) the ego vehicle and switching lane.,100000.0,3.805136,5.42,False,None,0.0
0,0_scenario_1,A black Jeep is driving ahead (far) of the ego vehicle and switching lane.,100000.0,4.814349,4.72,False,None,0.0
0,0_scenario_2,A red SUV is overtaking (near) the ego vehicle and maintaining lane.,1.698012,4.459883,1.98,False,None,0.0
0,0_scenario_3,A red BoxTruck is overtaking (near) the ego vehicle and maintaining lane.,100000.0,5.193333,0.0,False,None,0.0
0,0_scenario_4,A red BoxTruck is overtaking (near) the ego vehicle and maintaining lane.,100000.0,4.893547,0.0,False,None,0.0
0,0_scenario_5,A black Jeep is overtaking (near) the ego vehicle and maintaining lane.,100000.0,4.860246,0.0,False,None,0.0
0,0_scenario_6,A yellow Hatchback is overtaking (near) the ego vehicle and maintaining lane.,100000.0,4.81809,0.0,False,None,0.0
1,1_scenario_0,A white BoxTruck is overtaking (near) the ego vehicle and switching lane.,100000.0,4.01249,6.16,False,None,0.0
1,1_scenario_1,A yellow BoxTruck is overtaking (far) the ego vehicle and maintaining lane.,0.871801,5.742619,6.44,False,None,0.0
1,1_scenario_2_npc_vehicle,A pedestrian is crossing the road from right to left.,0.0,2.536239,3.12,True,npc_vehicle,1.9962252082691256
2,2_scenario_0,A white BoxTruck is overtaking (near) the ego vehicle and switching lane.,100000.0,3.777733,5.04,False,None,0.0
2,2_scenario_1,A black Sedan is driving ahead (near) of the ego vehicle and maintaining lane.,0.940523,4.782157,6.580000000000001,False,None,0.0
2,2_scenario_2_npc_vehicle,A white BoxTruck is overtaking (near) the ego vehicle and switching lane.,0.0,3.30496,2.76,True,npc_vehicle,2.702735911210483
3,3_scenario_0,A red BoxTruck is overtaking (near) the ego vehicle and maintaining lane.,100000.0,5.308874,5.44,False,None,0.0
3,3_scenario_1,A black Hatchback is overtaking (near) the ego vehicle and switching lane.,0.918339,3.422968,7.66,False,None,0.0
3,3_scenario_2,A black Jeep is overtaking (far) the ego vehicle and maintaining lane.,2.067402,5.023032,5.0600000000000005,False,None,0.0
3,3_scenario_3,A pedestrian is crossing the road from left to right.,0.722102,3.930289,8.64,False,None,0.0
3,3_scenario_4,A white Jeep is driving ahead (near) of the ego vehicle and maintaining lane.,100000.0,9.734026,4.88,False,None,0.0
3,3_scenario_5,A red SUV is overtaking (near) the ego vehicle and maintaining lane.,3.021138,3.541427,8.36,False,None,0.0
3,3_scenario_6,A red SUV is overtaking (near) the ego vehicle and maintaining lane.,100000.0,4.613188,6.1,False,None,0.0
3,3_scenario_7,A white BoxTruck is overtaking (far) the ego vehicle and switching lane.,0.290988,2.560898,8.48,False,None,0.0
3,3_scenario_8_npc_vehicle,A white Jeep is driving ahead (near) of the ego vehicle and maintaining lane.,0.0,3.109741,10.1,True,npc_vehicle,1.8268551253645404
4,4_scenario_0,A white BoxTruck is overtaking (near) the ego vehicle and switching lane.,100000.0,4.700893,5.18,False,None,0.0
4,4_scenario_1_npc_vehicle,A white Jeep is driving ahead (near) of the ego vehicle and maintaining lane.,0.0,3.43132,6.48,True,npc_vehicle,1.7102316408819764
5,5_scenario_0,A white BoxTruck is overtaking (near) the ego vehicle and switching lane.,100000.0,4.332121,3.96,False,None,0.0
5,5_scenario_1,A white Jeep is crossing the road (far) and maintaining lane.,2.44736,6.608879,8.0,False,None,0.0
5,5_scenario_2,A red SUV is overtaking (near) the ego vehicle and maintaining lane.,1.559486,6.330695,13.56,False,None,0.0
5,5_scenario_3,A pink BoxTruck is crossing the road (near) and switching lane.,1.068564,7.841383,4.760000000000001,False,None,0.0
5,5_scenario_4,A skyblue SchoolBus is driving ahead (far) of the ego vehicle and switching lane.,0.837988,4.855019,3.98,False,None,0.0
